"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Arcola","IL","US","No off-street parking is required in the B-1 General Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,2927,"https://parkingreform.org/mandates-map/city_detail/Arcola_IL.html",39.684755,-88.3064367
"Ardmore","OK","US","No off-street parking or loading spaces are required in the CD Downtown Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,24725,"https://parkingreform.org/mandates-map/city_detail/Ardmore_OK.html",34.1742611,-97.1436254
"Argyle","WI","US","The B-1 General Commercial District is exempt from parking regulations. ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,813,"https://parkingreform.org/mandates-map/city_detail/Argyle_WI.html",42.701208,-89.8670532
"Arkansas City","KS","US","No off-street parking facilities are required in the C-4 Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,11974,"https://parkingreform.org/mandates-map/city_detail/ArkansasCity_KS.html",37.0622562,-97.0388338
"Arlington","TN","US","Properties in the  B-3 Downtown Zoning District, adjacent to the original Depot Square, as shown in Section 4.4.3, are exempt from minimum parking requirements. Elsewhere in the B-3 District, parking requirements may be reduced due to proximity to on-street parking or public parking. Maximum parking limits apply to most uses citywide.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,14549,"https://parkingreform.org/mandates-map/city_detail/Arlington_TN.html",35.296145,-89.661664
"Arlington","TX","US","Parking minimums are reduced in the DB, DNO, and LCMUO Districts and on-street parking may count towards the minimums. Parking maximums are set at 100% of the minimums in the EDO District.","Implemented","Reduce Parking Minimums, Parking Maximums","City Center/Business District","Commercial, Other","Samuel Deetz","","January 3, 2024, 3:12:36 PM PST",0,394266,"https://parkingreform.org/mandates-map/city_detail/Arlington_TX.html",32.7355816,-97.1071186
"Arlington","MA","US","The 2023 Annual Town Meeting passed a zoning change to eliminate parking minimums for non-residential uses in the B5 district, which represents a portion of the Arlington Center business district.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Vincent Baudoin","","March 7, 2024, 1:17:11 PM PST",0,46308,"https://parkingreform.org/mandates-map/city_detail/Arlington_MA.html",42.4153739,-71.1564428
"Arlington Heights","IL","US","The total number of accessory parking spaces provided for a two-family or multiple -family dwelling or hotel may not exceed the requirements for such use or for an equivalent new use by more than 50%. The total number of accessory parking spaces for a single-family residential zoning lot may not exceed six.","Implemented","Parking Maximums","Citywide","Residential","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,77676,"https://parkingreform.org/mandates-map/city_detail/ArlingtonHeights_IL.html",42.0811563,-87.9802164
"Armada","MI","US","Within the C-1 districts, uses that are located within 500 feet of an off-street public parking facility are exempt from parking mandates. Parking maximums apply to all uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","March 20, 2024, 1:20:18 PM PDT",0,1684,"https://parkingreform.org/mandates-map/city_detail/Armada_MI.html",42.8441964,-82.8843722
"Armadale","WA","AU","A fee in lieu of required parking may be provided for commercial and industrial uses in those districts.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Industrial","Samuel Deetz","","April 12, 2024, 10:26:52 PM PDT",0,94184,"https://parkingreform.org/mandates-map/city_detail/Armadale_WA.html",-32.151264,116.016204
"Arnolds Park","IA","US","The (C-1) Downtown Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,1110,"https://parkingreform.org/mandates-map/city_detail/ArnoldsPark_IA.html",43.3704506,-95.1258882
"Arvada","CO","US","Parking reductions are permitted in Transit-Oriented Development and Urban Center areas through Valet parking, proximity to transit, TDM, carpool parking or bike parking. Within Zone A, commercial uses not required to meet minimum parking requirements.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District, Transit Oriented","Commercial","Samuel Deetz","","February 24, 2024, 8:40:30 PM PST",0,124402,"https://parkingreform.org/mandates-map/city_detail/Arvada_CO.html",39.8005505,-105.0811573
"Asheville","NC","US","There is no parking required for any uses in Asheville's Central Business District, except for hotels.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Joe Minicozzi","","November 28, 2023, 11:47:03 AM PST",0,92870,"https://parkingreform.org/mandates-map/city_detail/Asheville_NC.html",35.6009498,-82.5540161
"Ashland","OR","US","On December 19, 2023 Ashland removed parking mandates citywide. Parking maximums apply to all uses except single-family and two-family dwellings. Previously, parking was not required in the Commercial Downtown Zone or the North Mountain Plan District, other than residential uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Derek Severson","Dec 19, 2023","May 12, 2024, 8:16:17 AM PDT",1,21360,"https://parkingreform.org/mandates-map/city_detail/Ashland_OR.html",42.1972487,-122.7153995
"Ashland","KY","US","The B-3 Business/Downtown district is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,21625,"https://parkingreform.org/mandates-map/city_detail/Ashland_KY.html",38.4784144,-82.6379387
"Ashtabula","OH","US","The C-2 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,17975,"https://parkingreform.org/mandates-map/city_detail/Ashtabula_OH.html",41.865054,-80.789809
"Ashwaubenon","WI","US","On-street parking within 50 feet of the subject property boundaries may be included within off-street parking requirement calculations.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:17 AM PST",0,16991,"https://parkingreform.org/mandates-map/city_detail/Ashwaubenon_WI.html",44.4752606,-88.060735
"Aspen","CO","US","Parking maximums apply to uses in the infill area. Parking requirements may be reduced through a fee in lieu of required parking or mobility measures such as a TDM plan.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide, City Center/Business District","Commercial, All Uses, Other","Samuel Deetz","","April 3, 2024, 12:44:27 PM PDT",0,7004,"https://parkingreform.org/mandates-map/city_detail/Aspen_CO.html",39.1911128,-106.82356
"Atchison","KS","US","City allows for on-street spaces to count towards minimums in residential zones and allows for shared off-site parking reductions in other zones.","Implemented","Reduce Parking Minimums","Main Street/Special","Residential","","","November 28, 2023, 11:47:04 AM PST",0,10476,"https://parkingreform.org/mandates-map/city_detail/Atchison_KS.html",39.5632392,-95.1199452
"Athens","OH","US","Within the B2-D downtown business zone, the off-street parking requirement for principal permitted business uses not including residential uses may be eliminated if there exists improved public parking to satisfy the requirements. Furthermore, all uses in all districts may reduce requirements by 50 percent based on nine available strategies including bike parking and transit access.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District","Commercial","","","November 28, 2023, 11:47:04 AM PST",0,24536,"https://parkingreform.org/mandates-map/city_detail/Athens_OH.html",39.3289242,-82.1012479
"Athens","WI","US","The B-1 General Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,1069,"https://parkingreform.org/mandates-map/city_detail/Athens_WI.html",45.0330224,-90.0740226
"Athens-Clarke County","GA","US","On-street parking may count towards parking requirements. Parking maximums apply to surface parking lots.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","March 27, 2024, 10:24:40 AM PDT",0,127315,"https://parkingreform.org/mandates-map/city_detail/Athens-ClarkeCounty_GA.html",33.9458693,-83.3557816
"Atkinson","NE","US","Any use within the C-3 Town Center District is exempt from off-street parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,1306,"https://parkingreform.org/mandates-map/city_detail/Atkinson_NE.html",42.5313912,-98.9781525
"Atlanta","GA","US","No parking is required within 1/2 mile of MARTA Stations and near more than a dozen activity centers (Special Public Interest Districts) for any uses except establishments that serve alcohol. No parking is required for any buildings built before 1965, citywide. Many districts exempt affordable housing from parking mandates. In February 2024, the city exempted most uses in the Beltline Overlay District.","Implemented","Eliminate Parking Minimums","Transit Oriented, City Center/Business District","All Uses","Caleb Racicot","","February 19, 2024, 6:01:51 PM PST",0,498715,"https://parkingreform.org/mandates-map/city_detail/Atlanta_GA.html",33.7489924,-84.3902644
